"ROLE_ID","CONTACT_ID","R01_ORG_NAME"
3,31616823,"Turkish Public Health Association - T.HASAK"
3,31666823,"African Venture Capital Association"
3,31676823,"Bangladesh Enterprise Institute"
3,31696823,"Amigos de la Responsabildad Social Empresarial - AMIGARSE"
3,31716823,"Banco Nacional de Bolivia S.A."
3,31736823,"Banco Los Andes ProCredit S.A."
3,31756823,"Banco de Credito de Bolivia S.A."
3,31776823,"Exportadores Bolivianos S.R.L"
3,31796823,"Aon Bolivia S.A., Aon Re Bolivia S.A., Aon Consulting S.R.L"
3,31816823,"Fondo Financiero Privado FIE S.A."
3,31826823,"IDEPRO Desarrollo Empresarial"
3,31836823,"Universidad Privada Boliviana"
3,31856823,"Fondo Financiero Privado Prodem S.A."
3,31876823,"Sinchi Wayra S.A."
3,31896823,"Fundación Prodem"
3,31906823,"Repsol YPF Bolivia S.A."
3,31926823,"Wallenius Wilhemsen Logistics"
3,31946823,"Kantu Market S.R.L."
3,31966823,"La Chonta Woods Ltda."
3,31986823,"Pro Mujer"
3,32006823,"Universidad Tecnologica Privada de Santa Cruz - UTEPSA"
3,32026823,"Fundación Agrocapital"
3,32036823,"Sociedad Boliviana de Cemento S.A."
3,32056823,"Fundación para la Produccion - FUNDA-PRO"
3,32076823,"Fundación Bolivia Exporta"
3,32096823,"Takuma Co., Ltd."
3,32116823,"Fundación Cultural y Educativa Guy de Chazal Trouchet"
3,32136823,"Grupo Empresarial Kantutani"
3,32156823,"Gas Trans Boliviano S.A."
3,32176823,"The Trinidad and Tobago Manufacturer's Association"
3,32186823,"The Trinidad and Tobago Manufacturer's Association"
3,32196823,"Innovative Creations Ltd."
3,32206823,"Brado SpA"
3,32226823,"Disoft"
3,32266823,"Sesa Internacional S.A."
3,32356823,"Dom Publicacoes Legais Ltda"
3,32366823,"Data Process Print"
3,32386823,"Orgachim JSC"
3,32406823,"Sociedade Brasileira de Cultura Inglesa SA"
3,32426823,"Refineria del Norte SA"
3,32446823,"LE Global Oilfield Services LTD"
3,32456823,"sekem"
3,32476823,"Universal Forum of Cultures Foundation"
3,32496823,"ITA Hold JSCo"
3,32516823,"Cameroon Business Women Association"
3,32536823,"Azur Partner Communication"
3,32556823,"Sociedade Independente de Comunicacao Lda"
3,32576823,"VM Finance Group AD"
3,32596823,"Paragon Transaction"
3,32606823,"AB Bank 'Hansabankas'"
3,32626823,"Compania Americana de Multiservicios Ltda"
3,32646823,"National Association of Municipalities in the Republic of Bulgaria"
3,32666823,"Unimed de Blumenau Cooperativa de Trabalho Medico"
3,32686823,"EPS Bulgaria EOOD"
3,32706823,"Instituto Quadrix de Tecnologia e Responsabilidade Social"
3,32726823,"Confidi Roma Gafiart"
3,32746823,"Dunlop Nigeria PLC"
3,32766823,"Llanllyr Water Company"
3,32776823,"Chemtech Servicos de Engenharia e Software Ltda"
3,32816823,"Jackson Switchgear"
3,32836823,"UTC Nigeria PLC"
3,32856823,"Asociación Mexicana de Empresas de Capital Humano A.C."
3,32866823,"Reseau Espace de Citoyennete"
3,32886823,"Asociación de Auxiliares de la Administracion Aduanera del Estado Zulia"
3,32906823,"Consejo Municipal de Derechos del Nino y del Adolescente"
3,32916823,"Usina Sao Jose da Estiva S/A - Acucar e Alcool"
3,32956823,"INSEAD"
3,32986823,"African Petroleum PLC"
3,33006823,"Midas International Asset Management Ltd."
3,33026823,"Cooperativa Comunitaria Tecnologia"
3,33046823,"Industrial Bank of Korea"
3,33066823,"Bouygues"
3,33096823,"Fundación Educación Industria - FUNDEI Zona Metropolitana"
3,33116823,"Ecogas"
3,33146823,"Ampla Energia e Serviços S.A."
3,33386823,"Terre Initiative Limited"
3,33416823,"Plan Norway"
3,33436823,"Karl Simon GmbH and Co. KG"
3,33456823,"Aspects of Healing"
3,33466823,"Ms Community Development Corporation Limited"
3,33476823,"Zhejiang Walt Knitting Co., Ltd."
3,33486823,"Fundacao de Serralves"
3,33506823,"EPOS Health Consultants"
3,33536823,"Infogest"
3,33546823,"Betrancourt"
3,33566823,"RAZORView Advisors"
3,33586823,"Schema"
3,33606823,"Phoenix Contact Asia-Pacific - Nanjing Co., Ltd."
3,33626823,"Mercantile Bank Limited"
3,33686823,"The Ibn Sina Pharmaceutical Industry Ltd"
3,33696823,"The Enterprise RITM"
3,33716823,"Vlasova & Partners LLC"
3,33736823,"Group of Companies Foxtrot"
3,33756823,"Governo do Municipio de Ortigueira, Estado do Parana, Brasil"
3,33776823,"Bengal Fine Ceramics Limited"
3,33786823,"GMG Airlines"
3,33826823,"Pfizer, Inc."
3,33836823,"Union of Manufacturers and Businessmen (Employers) of Armenia"
3,33866823,"Institute for Sustainable Communities Ukraine Citizen Action Network"
3,33896823,"NPR Communication"
3,33916823,"DePaul University"
3,33926823,"Federacion de Camaras y Asociaciones de Comercio y Produccion del Estado Zulia"
3,33956823,"CINVICRE - Camara de la Industria del Vidrio, Ceramica, Refractarios e Industrias Afines"
3,33976823,"Tangxia San Huei Plastic Factory"
3,33986823,"UEE Ntra. Sra. De Guadalupe Paralisis Cerebral"
3,33996823,"Alloga France"
3,34016823,"Banyan Tree Hotels & Resorts Pte Ltd "
3,34026823,"Social Investment Bank Limited"
3,34056823,"Dutch - Bangla Bank Limited"
3,34086823,"DONG Energy A/S"
3,34106823,"NSA Ventures Limited"
3,34136823,"Generale des Farines"
3,34156823,"BASIC Bank Limited"
3,34176823,"Joint Venture Katrabel Ltd."
3,34196823,"FV ByPrint Service"
3,34216823,"XEROX LIMITED Representative office in the Republic of Belarus"
3,34236823,"Pryme Partners Limited"
3,34276823,"Conindustria"
3,34296823,"Adria Mobil d.o.o."
3,34336823,"Vinska Klet - Goriska Brda z.o.o."
3,34356823,"Trimo, d.d."
3,34376823,"Salonit Anhovo, building materials, Joint Stock Co."
3,34396823,"Sava Group"
3,34416823,"Riko d.o.o."
3,34426823,"Petrol d.d. Ljubljana"
3,34446823,"Perutnina Ptuj D.D."
3,34466823,"IEDC - Poslovna sola Bled d.o.o."
3,34476823,"Gorenje"
3,34496823,"ASB Community Trust"
3,34516823,"Hermes Softlab D.D."
3,34536823,"Esotech d.d."
3,34546823,"The Foundation for Post Conflict Development"
3,34566823,"Narbutas and Ko, Ltd"
3,34586823,"Camara de Comercio Industria y Produccion de San Antonio del Tachira"
3,34596823,"Commerzbank AG"
3,34636823,"Finlay International Limited"
3,34676823,"AITeP Associazione Italiana Tecnici della Prevenzione nell' Ambiente e nei Luoghi di Lavoro"
3,34686823,"Bundesinitiative Unternehmen Partner der Jugend (UPJ) e.V."
3,34696823,"Academia Experimental de Investigaciones y Estudios Aduaneros, C.A."
3,34716823,"Georgian American University"
3,34736823,"Legrand"
3,34756823,"Alcaldia Municipal de Piedecuesta"
3,34776823,"ANCAP"
3,34796823,"Instituto Docente de Urologia"
3,34816823,"Camara de Comercio Paraguayo Americana"
3,34836823,"IPBI"
3,34846823,"Landsbanki Islands"
3,34876823,"ING Group"
3,34896823,"Pollpar S.A."
3,34916823,"ABN AMRO Paraguay"
3,34936823,"Vision S.A. de Finanzas E.C.A."
3,34946823,"Vision S.A. de Finanzas E.C.A."
3,34956823,"Grupo Internacional de Finanzas S.A.E.C.A. - Interfisa Financiera"
3,34976823,"Manpower - Paraguay S.R.L."
3,35006823,"Transparencia Paraguay"
3,35026823,"Fundación Comunitaria Centro de Informacion y Recursos para el Desarrollo - CIRD"
3,35046823,"Financiera El Comercio S.A.E.C.A."
3,35066823,"Fundación Paraguaya de Cooperacion y Desarrollo"
3,35076823,"Menninite Economic Development Associates del Paraguay MEDA - Py"
3,35086823,"The USA and China Business Alliance LLC"
3,35096823,"Instituto de Derecho y Economia Ambiental"
3,35116823,"MC Servicios Expresos y Logistica S.R.L."
3,35146823,"China Development Bank"
3,35166823,"IMPSA"
3,35186823,"Iskenderun Rotary Club"
3,35206823,"Mebel"
3,35266823,"Singapore National Trades Union Congress - SNTUC"
3,35286823,"Singapore National Co-operative Federation (SNCF)"
3,35306823,"Singapore National Employers Federation"
3,35326823,"Shell Eastern Petroleum Pte Ltd"
3,35346823,"OCBC Bank Ltd."
3,35436823,"Compania de Electricidad de Tulua S.A. Esp."
3,35446823,"Centroaguas S.A. Esp"
3,35466823,"Aseo Tecnico de la Sabana S.A. E.S.P."
3,35476823,"Aguas de Girardot, Rucaurte y la Region S.A. E.S.P."
3,35486823,"Dicel S.A. E.S.P."
3,35496823,"Empresa de Servicios Publicos de Valledupar - EMPUDAR S.A.E.S.P."
3,35516823,"Citeluz - Empresa de Iluminacao Urbana S/A"
3,35536823,"Empresa de Acueducto y Alcantarillado de Villavicencio E.S.P."
3,35556823,"Betterworld Cameroon"
3,35566823,"Empresa de Aseo de Pereira S.A. E.S.P."
3,35586823,"Electrocaqueta"
3,35606823,"Embaseo S.A. E.S.P."
3,35656823,"PricewaterhouseCoopers France"
3,35676823,"Empresas Municipales de Cali - EMCALI EICE ESP"
3,35696823,"Compania Energetica del Tolima - Enertolima S.A. ESP"
3,35716823,"Southern Trident Pty Ltd"
3,35846823,"SustainAbility Ltd"
3,35926823,"Good Energies"
3,35946823,"The Dolphin Dream Society"
3,35966823,"Coventry University"
3,35986823,"BSC Business and Community Development Ltd."
3,36046823,"Vical S.A."
3,36336823,"American Chamber of Commerce and Industry of Panama"
3,36396823,"The Business Ethics Association in Georgia"
3,36406823,"Agritechnics Group"
3,36426823,"Arci Ltd."
3,36446823,"Caucasus Financial Services, LLC"
3,36466823,"UGT"
3,36486823,"People's Bank of Georgia"
3,36516823,"Nikora Ltd."
3,36576823,"La Construction Modulaire de L'Ouest - CMO"
3,36596823,"Beraca Sabara Quimicos e Ingredientes Ltda."
3,36616823,"Genctur Tourism and Travel Agency Ltd."
3,36636823,"Qimonda AG"
3,36666823,"Klaipedos Terminalo Grupe - JSC"
3,36686823,"Biological Farming Association - ELKANA"
3,36706823,"Associazione Fibrosicisticaitalia.it"
3,36736823,"Pojazdy Specjalistyczne Zbigniew Szczesniak"
3,36756823,"GOPA Consultants GmbH"
3,36766823,"Norsys Afrique"
3,36796823,"Lippi La Cloture"
3,36806823,"European High School of Management in Tbilisi"
3,36826823,"Caucusus University"
3,36846823,"Arti Group"
3,36866823,"Kay & Que Bangladesh Ltd."
3,36886823,"Hydrogeologic / Engineering of Texas, Inc."
3,36916823,"Glitnir"
3,36936823,"IBCS - PRIMAX Software BD Ltd."
3,36956823,"Beijing Huabei Optical Instrument Co. Ltd."
3,36976823,"Chinese Enterprise Management Association of Science, Technology, and Industry"
3,36996823,"Dhaka Bank Limited"
3,37016823,"Regione Toscana"
3,37036823,"Consorzio Cooperative Costruzioni"
3,37056823,"Symbiotic Technologies Pty Ltd - TrustDefender"
3,37266823,"Chair of Economic Ethics - Martin Luther University Halle-Wittenberg, Germany"
3,37296823,"Axis Communications AB"
3,37336823,"Municipality of Besiktas"
3,37376823,"Kambourov and Partners EOOD, Attorneys at law"
3,37406823,"Nilufer Municipality"
3,37426823,"Tech Therm"
3,37456823,"Madrid Emprende, the Economic Development Agency of Madrid City Council"
3,37476823,"Empresa Pública Desarrollo Agrario y Pesquero, S.A."
3,37496823,"Getronics España Solutions, S.L."
3,37516823,"INGECAL, Ingeniería de la Calidad y el Medio Ambiente S.L."
3,37526823,"COATO, Sociedad Cooperativa de Comercialización Agraria"
3,37546823,"La Farga Group"
3,37566823,"Gestevisión Telecinco, S.A."
3,37586823,"FEAFES Confederación Española de Agrupaciones de Familiares y Personas con Enfermedad Mental"
3,37606823,"Ozonia Consultores S.L."
3,37636823,"Grupo Meyluna"
3,37666823,"Tunstall Iberica, S.A."
3,37686823,"Notro Films, SL"
3,37726823,"Macrosad SCA"
3,37746823,"Sudismin S.L."
3,37776823,"Auren"
3,37796823,"Euro RSCG España, S.A."
3,37836823,"Corporación Grupo Norte"
3,37856823,"1A Ingenieros, S.L."
3,37876823,"Bank Republic"
3,37916823,"Millstream Associates Limited"
3,37936823,"Grupo Cementos de Chihuahua"
3,37956823,"International Information Center for Social Reforms"
3,37976823,"Håndværksrådet - Danish Federation of SMEs"
3,37996823,"SUMA - Serviços Urbanos e Meio Ambiente, SA"
3,38056823,"Sociedad Industrial Dominicana, C. por A."
3,38066823,"Cerveceria Nacional Dominicana, C. por A."
3,38076823,"Cemex Dominicana"
3,38146823,"City of Salt"
3,38166823,"Australian Centre for Corporate Social Responsibility - ACCSR"
3,38206823,"MCI Group Holdings SA"
3,38246823,"Emgesa S.A. Esp"
3,38276823,"Betania S.A. Esp"
3,38306823,"World Confederation of Productivity Science"
3,38326823,"Rasaries Ltd"
3,38336823,"MTS Ukraine"
3,38356823,"Hong Kong Beijing Air Catering Ltd."
3,38376823,"World Shipping America, Inc."
3,38506823,"Interamericana Productos International, S.A."
3,38536823,"TNT Express"
3,38576823,"Dudalina SA"
3,38596823,"Hierbas Paraguayas S.A.C.I. - Hierbapar"
3,38616823,"Postgraduate Institute of Management"
3,38646823,"Unilever Chile HPC Limitada"
3,38666823,"Geocell"
3,38686823,"Gosselin Georgia"
3,38706823,"Confédération Générale des Entreprises du Maroc - CGEM"
3,38726823,"Sonda S.A."
3,38756823,"Maderas Condor S.A."
3,38776823,"ELC Solicitors"
3,38816823,"Grupo Intermark 96, S.L."
3,38836823,"Caixa de Previdência Dos Funcionários Do Banco Do Brasil"
3,38876823,"Central Geradora Termelétrica Fortaleza"
3,38896823,"Centrais Elétricas Cachoeira Dourada"
3,38916823,"COELCE - Companhia Energética do Ceará"
3,38936823,"Endesa Brasil S.A."
3,38976823,"Empresa Nacional del Petróleo"
3,39026823,"Gas Natural Ban, SA"
3,39096823,"Lingway"
3,39106823,"University of South Africa"
3,39126823,"Groupe RG"
3,39146823,"GlobalCCU - The Global Council of Corporate Universities"
3,39156823,"Bentley College"
3,39176823,"BDCOM Online LTD."
3,39196823,"Lotte Shopping Co., Ltd"
3,39216823,"Hayleys Limited"
3,39236823,"Pancrop Commercial Co. Ltd."
3,39266823,"SN Power Chile Inversiones Electricas Ltda."
3,39286823,"Media Holding Georgian Times"
3,39306823,"American Industrial Ovens"
3,39326823,"Global Gandhian Trusteeship and Corporate Responsibility Foundation"
3,39346823,"BRAC University"
3,39366823,"SAB Ingenierie Informatique"
3,39386823,"Industrial Development Leasing Company of Bangladesh Ltd."
3,39396823,"Manufactura de Pilar S.A."
3,39406823,"Grenoble Ecole de Management"
3,39426823,"Surgard"
3,39446823,"Sabanci University"
3,39476823,"Clean Air Action Group"
3,39496823,"Liwal Limited"
3,39526823,"BCB International Ltd."
3,39536823,"Entebbe Handling Services LTD"
3,39546823,"Didáctica y Administración de la Universidad Central S.A."
3,39576823,"Centre for Strategic Research and Development of Georgia"
3,39626823,"Ramboll Group"
3,39666823,"Munhwa Broadcasting Corporation - MBC"
3,39686823,"Etrinsic Limited"
3,39696823,"BG Bolivia Corporation, Sucursal Bolivia"
3,39726823,"Canadem"
3,39756823,"Elektroncek D.D."
3,39826823,"Arthur Lok Jack Graduate School of Business, The University of the West Indies"
3,39856823,"The Foundation for Development Cooperation"
3,39886823,"Sun Fai Industrial Company"
3,39906823,"ISS Accueil et Services"
3,39926823,"Agroindustrias San Jacinto SAA"
3,39966823,"Agricola Athos S.A."
3,39986823,"Asociación de Talleres y Empresas de Metalmecánica del Perú - ATEM Perú"
3,40006823,"Applus Norcontrol Ltda"
3,40016823,"Corporación Pesquera Inca S.A."
3,40076823,"BP Exploration - Caspian Sea Ltd, Georgia"
3,40126823,"LTD Georgian Business Consulting"
3,40166823,"LTD Hotels and Restaurants Management Group"
3,40176823,"Noura S.A."
3,40196823,"VIP Packaging"
3,40216823,"PBU - Pension Fund of Early Childhood Teachers"
3,40256823,"Groupama"
3,40276823,"MYC4 A/S"
3,40296823,"HighCo Avenue"
3,40306823,"Kenya Grange Vehicle Industries Ltd."
3,40336823,"Magadi Soda Company"
3,40356823,"East African Cables Ltd."
3,40606823,"Essent N.V."
3,40626823,"GPS Interim"
3,40636823,"GE International Inc. - Agencia en Chile"
3,40656823,"Deans Beans Organic Coffee"
3,40666823,"Somes WorldWide Uniforms"
3,40796823,"Duquesne University"
3,40996823,"Spectrum Network"
3,41006823,"Pwani Oil Products Ltd"
3,41026823,"Kenya National Federation of Agricultural Producers - KENFAP"
3,41046823,"Consumer Insight Limited"
3,41066823,"Federation of Kenya Employers"
3,41316823,"Etel Consulting"
3,41336823,"SNEP"
3,41356823,"Retis Communication"
3,41376823,"Grimaldi Transferts SA"
3,41386823,"Haco Industries - K - LTD"
3,41396823,"A.Z. Industries LTD"
3,41416823,"I.D. 6"
3,41436823,"Conseil Marketing Publicite SA - CMP"
3,41466823,"DICA A/S"
3,41486823,"Korea Green Foundation"
3,41546823,"Shirosawa Company SAIC"
3,41576823,"Korea Water Resources Corporation - K-water"
3,41616823,"CGF Bourse"
3,41656823,"Global Entrepreneurs Africa"
3,41676823,"Korea Rail Network Authority"
3,41706823,"Adviser Publicity S.A."
3,41726823,"Euroland Consulting"
3,41756823,"Chamber Hunt Financial Services LLC"
3,41806823,"SGS Mozambique, Lda"
3,41826823,"INA - Industrija Nafte d.d. Zagreb"
3,41846823,"Arab Bangladesh Bank Limited"
3,41866823,"MIFTAH S.A."
3,41876823,"Groupe d'Enseignement et de recherches G.E.R. S.A."
3,41956823,"Centro Interaccion Multimedia (Apex America)"
3,41966823,"Masisa Argentina S.A."
3,41986823,"Povvik-Oos Ltd"
3,42016823,"Ibero-American Secretariat"
3,42036823,"Natura Cosmeticos S/A"
3,42136823,"Fazer Confectionery Ltd."
3,42446823,"Yuhan-Kimberly"
3,42476823,"Kiria"
3,42536823,"Tbilisi Marriott Hotel and Courtyard by Marriott Tbilisi"
3,42556823,"Sun Microsystems"
3,42606823,"Sigdo Koppers"
3,42646823,"AECA"
3,42656823,"Universidad Militar Nueva Granada"
3,42676823,"Diani Flowers and Landscaping Limited"
3,42686823,"Cabinet Daniele Legrand"
3,42706823,"Cornerstone Media Ltd."
3,42726823,"JSC Kredobank"
3,42766823,"MediClubGeorgia Co. Ltd. - Medical Service Company"
3,42786823,"LTD Tserovani"
3,42796823,"AZRA d.o.o. - Varazdin County Development Agency"
3,42816823,"American College of Management and Technology"
3,42826823,"American Chamber of Commerce in Croatia"
3,42856823,"Tele2 d.o.o."
3,42866823,"Rhea d.o.o. Licensee of Fedex Express Corporation"
3,42886823,"Hrvatska Banka Za Obnovu I Razvitak - Croatian Bank for Reconstruction and Development"
3,42906823,"Hartmann Ltd. Koprivnica"
3,42926823,"British Croatian Business Network"
3,42946823,"Nordic Chamber of Commerce in Croatia"
3,42986823,"Johnson and Johnson S.E. d.o.o."
3,42996823,"Podravka d.d."
3,43036823,"Privredna Banka Zagreb"
3,43056823,"Vindija D.D."
3,43086823,"Rapaport Group of Companies"
3,43106823,"Sic Communication"
3,43116823,"Government Consulting Organisation Ltd."
3,43136823,"Trelleborg AB"
3,43156823,"Caisse des Dépôts"
3,43166823,"Maqaleed Co."
3,43196823,"VIPnet d.o.o."
3,43226823,"Hill Communications"
3,43256823,"Dreamcom Corporation"
3,43266823,"Dogus Group"
3,43296823,"Caixa Econômica Federal"
3,43356823,"Silver Mountain School of Hotel Management"
3,43366823,"Bombardier Inc"
3,43386823,"SDT Voyage et Privilege"
3,43416823,"Globelite"
3,43436823,"KT Freetel, Co. Ltd"
3,43456823,"ERBIL Project Consulting and Engineering Co., Ltd."
3,43476823,"IFG Langues"
3,43486823,"Vukmir and Associates, Law Firm"
3,43496823,"JADRAN - Galenic Laboratory"
3,43516823,"Pilgrim A/S"
3,43536823,"Human Management Systems, S.A."
3,43546823,"Sanitas S.A. de Seguros"
3,43566823,"Women Together"
3,43586823,"Couverture de A a Z"
3,43596823,"Hendal d.o.o."
3,43616823,"FIMA Group"
3,43656823,"Korea Hydro and Nuclear Power Corporation Co., Ltd - KHNP"
3,43676823,"Alstom Croatia Ltd."
3,43696823,"Gabriel Resources Ltd."
3,43726823,"Amboh Young Farmers Common Inititaive Group - AMYOFACIG"
3,43746823,"Infotel Conseil"
3,43776823,"Korea Science Foundation"
3,43786823,"Intervida World Alliance - INWA"
3,43806823,"Premisa d.o.o."
3,43826823,"Business to Business Integration Brazil"
3,43846823,"MGE UPS Systems"
3,43866823,"Charitable Foundation Democratic Society"
3,43886823,"adriatica.net Group"
3,43906823,"Croatian Association of Professionals in Nature and Environment Protection"
3,43916823,"American Express Voyages d'Afaires"
3,43936823,"Croatian Business Council for Sustainable Development - HR BCSD"
3,43956823,"Provider LTDA"
3,43986823,"AESE - Escola de Direccao e Negocios"
3,44006823,"Cotrugli Business Academy"
3,44026823,"COMBIS d.o.o."
3,44036823,"Sichuan south Grazing industry co., Ltd"
3,44046823,"It In the Loop, Inc."
3,44076823,"Banco del Desarrollo"
3,44096823,"Croatian Employers' Association - CEA"
3,44116823,"CB Richard Ellis"
3,44136823,"SOC-SMG, Inc."
3,44156823,"S.M.S. d.o.o."
3,44176823,"The Regent Esplanade Zagreb"
3,44196823,"Korea Gas Safety Corporation"
3,44216823,"American Chamber of Commerce in Armenia"
3,44236823,"Elvin Tekstil Sanayi Ve Ticaret A.S."
3,44276823,"Jadranski Naftovod, Joint Stock Company"
3,44296823,"Coca-Cola Beverages Hrvatska d.d."
3,44306823,"Invensys Plc"
3,44326823,"2Moro SAS"
3,44346823,"Ste Setrim"
3,44356823,"Spona Communications"
3,44366823,"Workability International"
3,44386823,"NC Energia S/A"
3,44406823,"Mater A/S"
3,44426823,"Credit Suisse"
3,44446823,"Fundación Andaluza Fondo de Formacion y Empleo"
3,44486823,"iA Soft Aragón S.L."
3,44516823,"Fundación Nortempo"
3,44536823,"Inficron Inc."
3,44546823,"IE Business School"
3,44576823,"Deloitte d.o.o. Croatia"
3,44596823,"Nigergold Ventures Limited"
3,44606823,"Companhia de Saneamento Basico do Estado de Sao Paulo"
3,44626823,"T-Hrvatski Telekom"
3,44656823,"Selectio Ltd."
3,44686823,"FONDACTION"
3,44696823,"CLIMESPACE"
3,44716823,"Tau on-line Ltd."
3,44736823,"Global Phoning Group"
3,44756823,"Korea Southern Power Co., Ltd."
3,44776823,"Croatian Chamber of Economy"
3,44846823,"Transportadora de Electricidad S.A. - TDE S.A."
3,44866823,"ECOFUTURO SA Fondo Financiero Privado"
3,44886823,"Fundación Amigos de la Naturaleza"
3,44896823,"Transierra S.A."
3,44916823,"Fundación Universidad Privada de Santa Cruz de la Sierra - UPSA"
3,44936823,"Fundación Emprender"
3,44946823,"Tahuamanu S.A."
3,44986823,"Uretec S.A."
3,44996823,"Alight Foundation"
3,45016823,"Puls Market, Media and Public Opinion Ltd."
3,45036823,"Europ Assistance Group"
3,45056823,"S.C. Contor Group S.A."
3,45076823,"CIES-ISTCE - Observatorio de Etica na Vida Publica"
3,45096823,"Incheon International Airport Corporation"
3,45116823,"Groupe Fareneit"
3,45136823,"Scandinavian Water Technology A/S"
3,45156823,"TDLC"
3,45176823,"Associacao dos Trabalhadores da Industria de Petroleo e Gas - AEPETRO"
3,45196823,"Gartner Lee Limited"
3,45216823,"CGL - Cie Generale de Location"
3,45236823,"Delane SI"
3,45256823,"Kapital Network d.o.o."
3,45276823,"Jalma"
3,45286823,"Dalekovod d.d."
3,45306823,"Centre of Small and Medium Entrepreneurship Development NGO"
3,45316823,"Autocesta Rijeka-Zagreb d.d"
3,45336823,"PBZ Card d.o.o."
3,45366823,"Teak Holz International AG"
3,45376823,"BIOVEGA d.o.o."
3,45396823,"BOSNALIJEK d.d."
3,45446823,"SUE Vodokanal of Saint Petersburg"
3,45466823,"Union des Couveuses"
3,45476823,"Hrvatska Elektroprivreda"
3,45496823,"MC Mutual"
3,45526823,"Colegio Oficial de Aparejadores y/o Arquitecos Tecnicos de Madrid"
3,45546823,"Ecole des mines de Nantes"
3,45576823,"AIESEC no Brasil"
3,45606823,"Confederation of Employers of Ukraine"
3,45616823,"Camara Nacional de Comercio y Servicios de Paraguay"
3,45646823,"Coca-Cola Enterprises Inc."
3,45666823,"Agrani Bank"
3,45816823,"Feged Business Advisors"
3,45826823,"Tana Netting Company Limited"
3,45846823,"Brasil Telecom S.A"
3,45866823,"Elektro Maribor d.d."
3,45886823,"J.C. Newman Cigar Company"
3,45936823,"Deloitte South Africa"
3,45956823,"Nirmal Manufacturing and Allied Industries Ltd."
3,45966823,"Richter Media Group"
3,45996823,"Zagreb Airport, Ltd."
3,46016823,"China International Marine Containers Ltd"
3,46026823,"Financiere de Champlain"
3,46046823,"SOSEMBAL"
3,46056823,"CSTM"
3,46076823,"Bulgarian Industrial Association - Union of the Bulgarian Business"
3,46086823,"Groupe Moselle Viellemard"
3,46096823,"Alliance D'Assurances"
3,46116823,"INSEEC Business School"
3,46136823,"Central de Restaurantes Aramark Ltda."
3,46156823,"Federation of Korean Trade Unions - FKTU"
3,46176823,"Unimed Grande Florianopolis"
3,46196823,"O.M. Garcia Filho and CIA. Ltd."
3,46216823,"Buranello e Passos"
3,46256823,"Companhia Energetica Do Rio Grande Do Norte - COSERN"
3,46276823,"Electrical Industries Limited"
3,46296823,"Bank PHB - Platinum Habib Bank Plc."
3,46336823,"Total Gas y Electricidad Argentina"
3,46346823,"UAC of Nigeria Plc"
3,46366823,"Serck Controls Ltd"
3,46376823,"ABBEYS European Financial Advisory Ltd."
3,46396823,"Makstil A.D. Skopje"
3,46416823,"All Channels Communication Ltd."
3,46436823,"Beijing Citynet Technology Development Co., Ltd"
3,46456823,"Lift modus d.o.o"
3,46466823,"Ernst and Young d.o.o. - Croatia"
3,46486823,"Sekap S.A."
3,46506823,"Asociacion Colombiana de Facultades de Administracion - ASCOLFA"
3,46526823,"EDHEC Business School"
3,46576823,"Rongzhong Investment Group Co. Ltd."
3,46596823,"SIA - Screen Imagination Agency"
3,46646823,"Kazakh-German Joint Venture Becker and Co."
3,46666823,"The InnerWork Company"
3,46676823,"TeenWork"
3,46686823,"Faculty of Economics and Business"
3,46706823,"Teinsa, S.L."
3,46726823,"SANICLIM SAS"
3,46736823,"Corpore Governanca Condominial Ltda"
3,46756823,"S.O.S. Natureza do Brasil"
3,46766823,"Mandat International"
3,46806823,"Hager SE"
3,46826823,"Holmen AB"
3,46846823,"Asset Management of Humane Developing Programs Limited"
3,46866823,"United Nations Association"
3,46886823,"Infosys Technologies Ltd"
3,46896823,"C.I.T.I.S. Soc. Coop."
3,46916823,"Sene Carreaux Keur Khadim"
3,46996823,"Unimed Amparo Cooperativa de Trabalho Medico"
3,47016823,"CIES - The Food Business Forum"
3,47036823,"Federation of Egyptian Industries"
3,47246823,"Fondation pour Geneve"
3,47336823,"APEX-CI - Cote d'Ivoire Export Promotion Agency - NEPAD BUSINESS GROUP"
3,47516823,"Korea Housing Guarantee Co., Ltd"
3,47526823,"Korea Gas Corporation"
3,47546823,"Tian Lue Holding Co., Ltd."
3,47566823,"Teck Resources"
3,47586823,"Korean Human Rights Foundation"
3,47606823,"Oryx Enterprises"
3,47626823,"ILANTUS Technologies Pvt. Ltd."
3,47646823,"Beijing Manwu Culture Media Co. Ltd."
3,47666823,"Sattar Immo S.A."
3,47686823,"Yves Rocher"
3,47706823,"Atlantic Grupa"
3,47726823,"Georgian Research and Educational Networking Association - GRENA"
3,47736823,"Aidcraft Ltd. and Co. KG"
3,47756823,"Cassa di Risparmio di Volterra S.p.A"
3,47786823,"Hai Consult - Consulting Fund"
3,47796823,"Shanxi Province Datong New Rong Qutang Ravine Coal Mine"
3,47816823,"Compania General de Electricidad S.A. - CGE"
3,47846823,"ECoSIDA - Associacao dos Empresarios Contra o Sida"
3,47856823,"INGRA Engineering and Construction Co."
3,47876823,"Companhia Energetica de Pernambuco - CELPE"
3,47896823,"Economy and Values Research Center"
3,47916823,"Korea Electric Power Data Network Co., Ltd."
3,47966823,"Empresa de Ingenieria Ingendesa S.A."
